caution_ranking,to_remove,id,author,quote,char_count
2,,953,Sappho,"Without warning, as a whirlwind swoops on an oak, Love shakes my heart.",71
2,,954,Sappho,"Stand and face me, my love, and scatter the grace in your eyes.",63
2,,955,Sappho,"From all the offspring of the earth and heaven, love is the most precious.",74
2,,956,Sappho,Love is a cunning weaver of fantasies and fables.,49
5,x,957,Sappho,"He who is fair to look upon is good, and he who is good will soon be fair also.",79
2,,958,Sappho,Whatever one loves most is beautiful.,37
2,,959,Sappho,"Stars veil their beauty soon / Beside the glorious moon, / When her full silver light / Doth make the whole earth bright.",121
2,,960,Sappho,The evening star is the most beautiful of all stars.,52
6,x,961,Dante Alighieri,"Go forth and preach impostures to the world, But give them truth to build on.",77
3,x,962,Dante Alighieri,"The truth thy speech doth show, within my heart reproves the swelling pride.",76
6,x,963,Dante Alighieri,"When truth looks like a lie, a man's to blame not to sit still, if he can, and hold his tongue, or he'll only cover his innocent head with shame.",145
4,x,964,Dante Alighieri,"O conscience, upright and stainless, how bitter a sting to thee is a little fault!",82
3,x,965,Dante Alighieri,"Consider your origin; you were not born to live like brutes, but to follow virtue and knowledge.",96
2,,966,Dante Alighieri,Love and the gracious heart are a single thing... One can no more be without the other than the reasoning mind without its reason.,130
4,x,967,Dante Alighieri,Love hath so long possessed me for his own and made his lordship so familiar.,77
3,x,968,Dante Alighieri,"Love, which absolves no one beloved from loving, seized me so strongly with his charm that, as you see, it does not leave me yet.",129
2,,969,Dante Alighieri,"Love, that moves the sun and the other stars.",45
4,x,970,Dante Alighieri,"Thus you may understand that love alone is the true seed of every merit in you, and of all acts for which you must atone.",121
2,,971,Dante Alighieri,Beauty awakens the soul to act.,31
5,x,972,Dante Alighieri,She is the sum of nature's universe. To her perfection all of beauty tends.,75
5,x,973,Dante Alighieri,"Heat cannot be separated from fire, or beauty from The Eternal.",63
2,,974,Dante Alighieri,"The image of her when she starts to smile dissolves within the mind and melts away, a miracle too rich and strange to hold.",123
4,x,975,Michelangelo Buonarroti,The true work of art is but a shadow of the divine perfection.,62
4,x,976,Michelangelo Buonarroti,Faith in oneself is the best and safest course.,47
2,,977,Michelangelo Buonarroti,A man paints with his brains and not with his hands.,52
5,x,978,Michelangelo Buonarroti,"The promises of this world are, for the most part, vain phantoms; and to confide in one's self, and become something of worth and value is the best and safest course.",166
5,x,979,Michelangelo Buonarroti,What do you despise? By this you are truly known.,49
6,x,980,Michelangelo Buonarroti,I live and love in God's peculiar light.,40
2,,981,Michelangelo Buonarroti,Death and love are the two wings that bear the good man to heaven.,66
4,x,982,Michelangelo Buonarroti,"If it be true that any beautiful thing raises the pure and just desire of man from earth to God, the eternal fount of all, such I believe my love.",146
4,x,983,Michelangelo Buonarroti,"If I love in thee, beloved, only what thou lovest most, do not be angry; for so one spirit is enamoured of another.",115
3,x,984,Michelangelo Buonarroti,"Your beauty, Love, is not a mortal thing: there is no face among us that can match the image in the heart you rule and touch with fire.",135
4,x,985,Michelangelo Buonarroti,"Love is the wing given by God to the soul, so it can fly until it reaches Him.",78
3,x,986,Michelangelo Buonarroti,Beauty is the purgation of superfluities.,41
2,,987,Michelangelo Buonarroti,My soul can find no staircase to Heaven unless it be through Earth's loveliness.,80
3,x,988,Michelangelo Buonarroti,Every beauty which is seen here by persons of perception resembles more than anything else that celestial source from which we all are come.,140
5,x,989,Michelangelo Buonarroti,"What spirit is so empty and blind, that it cannot recognize the fact that the foot is more noble than the shoe, and skin more beautiful than the garment with which it is clothed?",178
2,,990,Michelangelo Buonarroti,A beautiful thing never gives so much pain as does failing to hear and see it.,78
3,x,991,Johann Wolfgang von Goethe,"Truth is a torch but a tremendous one. That is why we hurry past it, shielding our eyes, indeed, in fear of getting burned.",123
3,x,992,Johann Wolfgang von Goethe,"Error is related to truth as sleeping is to waking. I have observed that when one has been in error, one turns to truth as though revitalized.",142
2,,993,Johann Wolfgang von Goethe,"First and last, what is demanded of genius is love of truth.",60
4,x,994,Johann Wolfgang von Goethe,"It is easier to perceive error than to find truth, for the former lies on the surface and is easily seen, while the latter lies in the depth, where few are willing to search for it.",181
4,x,995,Johann Wolfgang von Goethe,"Truth must be repeated again and again, because error is constantly being preached round about.",95
2,,996,Johann Wolfgang von Goethe,Love does not dominate; it cultivates.,38
2,,997,Johann Wolfgang von Goethe,We are shaped and fashioned by what we love.,44
5,x,998,Johann Wolfgang von Goethe,"Love is an ideal thing, marriage a real thing; a confusion of the real with the ideal never goes unpunished.",108
4,x,999,Johann Wolfgang von Goethe,"This is the true measure of love: when we believe that we alone can love, that no one could ever have loved so before us, and that no one will ever love in the same way after us.",178
6,x,1000,Johann Wolfgang von Goethe,"If I love you, what business is it of yours?",44
2,,1001,Johann Wolfgang von Goethe,Love and desire are the spirit's wings to great deeds.,54
5,x,1002,Johann Wolfgang von Goethe,"To be loved for what one is, that is the greatest exception. The great majority love in others only what they lend him; their own selves, their version of him.",159
2,,1003,Johann Wolfgang von Goethe,I love those who yearn for the impossible.,42
2,,1004,Johann Wolfgang von Goethe,The soul that sees beauty may sometimes walk alone.,51
2,,1005,Johann Wolfgang von Goethe,"All the knowledge I possess everyone else can acquire, but my heart is all my own.",82
2,,1006,Johann Wolfgang von Goethe,"Beauty is a manifestation of secret natural laws, which otherwise would have been hidden from us forever.",105
2,,1007,Johann Wolfgang von Goethe,Beauty is everywhere a welcome guest.,37
2,,1008,Johann Wolfgang von Goethe,"Beauty is a primeval phenomenon, which itself never makes its appearance, but the reflection of which is visible in a thousand different utterances of the creative mind, and is as various as nature herself.",206
2,,1009,Johann Wolfgang von Goethe,The ideal of beauty is simplicity and tranquility.,50
3,x,1010,Friedrich Schiller,Truth lives on in the midst of deception.,41
3,x,1011,Friedrich Schiller,"Truth exists for the wise, beauty for the feeling heart.",56
3,x,1012,Friedrich Schiller,"Rarely do we arrive at the summit of truth without running into extremes; we have frequently to exhaust the part of error, and even of folly, before we work our way up to the noble goal of tranquil wisdom.",205
3,x,1013,Friedrich Schiller,It is difficult to discriminate the voice of truth from amid the clamor raised by heated partisans.,99
2,,1014,Friedrich Schiller,Truth is more than a dream and a song.,38
3,x,1015,Friedrich Schiller,Love is only known by him who hopelessly persists in love.,58
2,,1016,Friedrich Schiller,"O tender yearning, sweet hoping! The golden time of first love! The eye sees the open heaven, The heart is intoxicated with bliss; O that the beautiful time of young love Could remain green forever.",198
